week_start,total_units,mean_units_per_active_series,active_series,minimum_series_units,maximum_series_units,total_units_ma4,mean_units_ma4,year,month
2011-12-19,128760,16.76344226012238,7681,0,2412,144018.5,18.83654332973866,2011,12
2011-12-26,135579,17.58254441706653,7711,0,2568,143499.0,18.7152808908894,2011,12
2012-01-02,161869,20.827200205867214,7772,0,1752,145291.5,18.855298550112,2012,1
2012-01-09,158509,20.269693094629154,7820,0,1527,146179.25,18.86071999442132,2012,1
2012-01-16,146295,18.57006854531607,7878,0,1686,150563.0,19.31237656571974,2012,1
2012-01-23,134563,16.843534860433095,7989,0,1980,150309.0,19.127624176561383,2012,1
2012-01-30,164269,20.434009205125015,8039,0,2077,150909.0,19.029326426375835,2012,1
2012-02-06,170734,21.18550688671051,8059,0,2016,153965.25,19.258279874396173,2012,2
2012-02-13,150875,18.66571817394532,8083,0,1504,155110.25,19.282192281553485,2012,2
2012-02-20,144322,17.795561035758322,8110,0,1344,157550.0,19.520198825384792,2012,2
2012-02-27,157710,19.158163265306122,8232,0,1269,155910.25,19.20123734043007,2012,2
2012-03-05,172675,20.721828873154926,8333,0,1213,156395.5,19.085317837041174,2012,3
2012-03-12,165558,19.742189363224423,8386,0,1081,160066.25,19.354435634360946,2012,3
2012-03-19,151193,17.945756676557863,8425,0,1038,161784.0,19.391984544560835,2012,3
2012-03-26,149383,17.661740364152283,8458,0,988,159702.25,19.017878819272376,2012,3
2012-04-02,184208,21.648607356916205,8509,0,1224,162585.5,19.249573440212693,2012,4
2012-04-09,166387,19.46046783625731,8550,0,1048,162792.75,19.179143058470913,2012,4
2012-04-16,147638,17.201211697541652,8583,0,1074,161904.0,18.99300681371686,2012,4
2012-04-23,143872,16.487737795095118,8726,0,783,160526.25,18.69950617145257,2012,4
2012-04-30,171789,19.356507042253522,8875,0,901,157421.5,18.1264810927869,2012,4
2012-05-07,178370,19.969771607702643,8932,0,1039,160417.25,18.253807035648236,2012,5
2012-05-14,174228,19.43207673432969,8966,0,912,167064.75,18.811523294845244,2012,5
2012-05-21,160175,17.74792243767313,9025,0,945,171140.5,19.126569455489747,2012,5
2012-05-28,177703,19.668289983397898,9035,0,909,172619.0,19.20451519077584,2012,5
2012-06-04,194344,21.45787788450922,9057,0,1243,176612.5,19.576541759977484,2012,6
2012-06-11,194962,21.466857520369963,9082,0,1226,181796.0,20.085236956487552,2012,6
2012-06-18,172830,18.996482743460103,9098,0,958,184959.75,20.397377032934298,2012,6
2012-06-25,165488,18.117801620319685,9134,0,1444,181906.0,20.009754942164744,2012,6
2012-07-02,197879,21.546058362369337,9184,0,2077,182789.75,20.031800061629774,2012,7
2012-07-09,186547,20.2153229302124,9228,0,1735,180686.0,19.71891641409038,2012,7
2012-07-16,168014,18.15778666378472,9253,0,1860,179482.0,19.509242394171533,2012,7
2012-07-23,156513,16.840219496449322,9294,0,1676,177238.25,19.189846863203943,2012,7
2012-07-30,180846,19.37289769683985,9335,0,1714,172980.0,18.646556696821573,2012,7
2012-08-06,193076,20.63659683625481,9356,0,1534,174612.25,18.751875173332177,2012,8
2012-08-13,187765,20.034677763551002,9372,0,1566,179550.0,19.221097948273748,2012,8
2012-08-20,163653,17.450735764555343,9378,0,1694,181335.0,19.373727015300254,2012,8
2012-08-27,165670,17.650756445770295,9386,0,1347,177541.0,18.94319170253286,2012,8
2012-09-03,187183,19.883471425536435,9414,0,1620,176067.75,18.75491034985327,2012,9
2012-09-10,177713,18.845493107104986,9430,0,1789,173554.75,18.457614185741765,2012,9
2012-09-17,157629,16.659162967660116,9462,0,1785,172048.75,18.25972098651796,2012,9
2012-09-24,152076,16.05701615457713,9471,0,2000,168650.25,17.861285913719666,2012,9
2012-10-01,178774,18.846088973223697,9486,0,1443,166548.0,17.601940300641484,2012,10
2012-10-08,173897,18.295318253550764,9505,0,1966,165594.0,17.464396587252928,2012,10
2012-10-15,149007,15.285904800984817,9748,0,1683,163438.5,17.121082045584103,2012,10
2012-10-22,141171,14.292902703249975,9877,0,769,160712.25,16.680053682752312,2012,10
2012-10-29,161248,16.210716799034884,9947,0,1371,156330.75,16.02121063920511,2012,10
2012-11-05,177548,17.81001103420604,9969,0,1486,157243.5,15.899883834368929,2012,11
2012-11-12,163336,16.36305349629333,9982,0,1230,160825.75,16.169171008196056,2012,11
2012-11-19,142672,14.27148144443333,9997,0,1470,161201.0,16.163815693491895,2012,11
2012-11-26,144117,14.36429781720323,10033,0,1293,156918.25,15.702210948033981,2012,11
2012-12-03,176107,17.47613376997122,10077,0,1576,156558.0,15.618741631975277,2012,12
2012-12-10,171475,16.981085363438304,10098,0,1437,158592.75,15.773249598761522,2012,12
2012-12-17,170725,16.886745796241346,10110,0,1549,165606.0,16.427065686713526,2012,12
2012-12-24,133845,13.206216082881106,10135,0,1795,163038.0,16.137545253132995,2012,12
2012-12-31,178375,17.53071253071253,10175,0,1753,163605.0,16.15118994331832,2012,12
2013-01-07,182465,17.794519212014823,10254,0,1691,166352.5,16.354548405462452,2013,1
2013-01-14,165446,16.07832847424684,10290,0,1566,165032.75,16.152444074963825,2013,1
2013-01-21,145573,14.11548530980316,10313,0,872,167964.75,16.379761381694337,2013,1
2013-01-28,161260,15.520692974013475,10390,0,1345,163686.0,15.877256492519574,2013,1
2013-02-04,173354,16.568288253846887,10463,0,907,161408.25,15.570698752977592,2013,2
2013-02-11,183454,17.423686959825243,10529,0,1083,165910.25,15.907038374372192,2013,2
2013-02-18,160674,15.159354656099632,10599,0,988,169685.5,16.168005710946307,2013,2
2013-02-25,168447,15.800300159459713,10661,0,901,171482.25,16.23790750730787,2013,2
2013-03-04,176103,16.40303651266766,10736,0,1081,172169.5,16.196594572013062,2013,3
2013-03-11,176745,16.420011148272017,10764,0,1242,170492.25,15.945675619124755,2013,3
2013-03-18,153994,14.258703703703704,10800,0,1029,168822.25,15.720512881025773,2013,3
2013-03-25,161265,14.87410071942446,10842,0,1243,167026.75,15.48896302101696,2013,3
2013-04-01,176786,16.25917410098409,10873,0,1157,167197.5,15.452997418096068,2013,4
2013-04-08,173517,15.875297346752058,10930,0,1161,166390.5,15.316818967716078,2013,4
2013-04-15,155104,14.119617660446062,10985,0,1102,166668.0,15.282047456901669,2013,4
2013-04-22,139090,12.609010969087118,11031,0,1134,161124.25,14.715775019317332,2013,4
2013-04-29,162132,14.661964188822571,11058,0,1221,157460.75,14.316472541276951,2013,4
2013-05-06,169533,15.293910690121786,11085,0,1238,156464.75,14.171125877119385,2013,5
2013-05-13,168410,15.120308852576764,11138,0,1111,159791.25,14.42129867515206,2013,5
2013-05-20,153553,13.766630805092344,11154,0,1084,163407.0,14.710703634153365,2013,5
2013-05-27,161525,14.445090323734574,11182,0,1120,163255.25,14.656485167881367,2013,5
2013-06-03,186933,16.63993234822859,11234,0,1190,167605.25,14.992990582408067,2013,6
2013-06-10,184665,16.401545430322408,11259,0,1335,171669.0,15.313299726844479,2013,6
2013-06-17,167822,14.888396025550035,11272,0,1388,175236.25,15.593741031958903,2013,6
2013-06-24,173297,15.273841001233915,11346,0,1378,178179.25,15.800928701333737,2013,6
2013-07-01,200243,17.630128543757703,11358,0,1675,181506.75,16.048477750216016,2013,7
2013-07-08,195079,17.136243851018975,11384,0,1178,184110.25,16.232152355390156,2013,7
2013-07-15,176180,15.435430173471175,11414,0,1116,186199.75,16.368910892370444,2013,7
2013-07-22,166204,14.490322580645161,11470,0,1102,184426.5,16.173031287223253,2013,7
2013-07-29,179034,15.580367243930032,11491,0,1036,179124.25,15.660590962266337,2013,7
2013-08-05,197651,17.172111207645525,11510,0,1152,179767.25,15.669557801422973,2013,8
2013-08-12,190983,16.503888696854478,11572,0,1002,183468.0,15.9366724322688,2013,8
2013-08-19,178977,15.405147185401962,11618,0,2323,186661.25,16.165378583458,2013,8
2013-08-26,184269,15.796742391770254,11665,0,3016,187970.0,16.219472370418057,2013,8
2013-09-02,212307,18.147448499871786,11699,0,2394,191634.0,16.46330669347462,2013,9
2013-09-09,205861,17.5036986650795,11761,0,3976,195353.5,16.713259185530877,2013,9
2013-09-16,175998,14.906242059795037,11807,0,2304,194608.75,16.588532904129146,2013,9
2013-09-23,167505,14.152162892869212,11836,0,1546,190417.75,16.177388029403883,2013,9
2013-09-30,185631,15.639986519504593,11869,0,1287,183748.75,15.550522534312085,2013,9
2013-10-07,189043,15.911371096709031,11881,0,1166,179544.25,15.152440642219467,2013,10
2013-10-14,172473,14.493529411764706,11900,0,1120,178663.0,15.049262480211885,2013,10
2013-10-21,156815,13.156724557429314,11919,0,899,175990.5,14.80040289635191,2013,10
2013-10-28,172131,14.41271037427782,11943,0,1098,172615.5,14.493583860045218,2013,10
2013-11-04,179290,14.998326919859462,11954,0,661,170177.25,14.265322815832825,2013,11
2013-11-11,173072,14.469693169467435,11961,0,689,170327.0,14.259363755258509,2013,11
2013-11-18,151625,12.66285284783698,11974,0,787,169029.5,14.135895827860425,2013,11
2013-11-25,140623,11.743048016701461,11975,0,1310,161152.5,13.468480238466334,2013,11
2013-12-02,184812,15.403567261210203,11998,0,2020,162533.0,13.56979032380402,2013,12
2013-12-09,175580,14.581845361680923,12041,0,837,163160.0,13.597828371857391,2013,12
2013-12-16,161055,13.345624792840571,12068,0,835,165517.5,13.76852135810829,2013,12
2013-12-23,137601,11.378566112627139,12093,0,799,164762.0,13.67740088208971,2013,12
2013-12-30,178139,14.66647455952577,12146,0,1516,163093.75,13.4931277066686,2013,12
2014-01-06,184549,15.146831910702561,12184,0,1466,165336.0,13.63437434392401,2014,1
2014-01-13,171872,14.06711409395973,12218,0,995,168040.25,13.8147466692038,2014,1
2014-01-20,154627,12.603064634444536,12269,0,843,172296.75,14.120871299658148,2014,1
2014-01-27,158115,12.838177979863593,12316,0,1143,167290.75,13.663797154742605,2014,1
2014-02-03,180856,14.609903869456337,12379,0,1086,166367.5,13.52956514443105,2014,2
2014-02-10,179607,14.433220829315333,12444,0,782,168301.25,13.62109182826995,2014,2
2014-02-17,159473,12.774190964434476,12484,0,679,169512.75,13.663873410767435,2014,2
2014-02-24,160250,12.783184428844926,12536,0,651,170046.5,13.650125023012768,2014,2
2014-03-03,178314,14.15639885677993,12596,0,662,169411.0,13.536748769843665,2014,3
2014-03-10,185766,14.700166178681648,12637,0,1005,170950.75,13.603485107185245,2014,3
2014-03-17,161595,12.740066225165563,12684,0,928,171481.25,13.594953922368017,2014,3
2014-03-24,158687,12.475393081761005,12720,0,763,171090.5,13.518006085597037,2014,3
2014-03-31,183665,14.414142206874901,12742,0,892,172428.25,13.58244192312078,2014,3
2014-04-07,191354,14.965900203347411,12786,0,1046,173825.25,13.648875429287221,2014,4
2014-04-14,187865,14.61415791520809,12855,0,1014,180392.75,14.117398351797853,2014,4
2014-04-21,165589,12.848308504034762,12888,0,877,182118.25,14.210627207366292,2014,4
2014-04-28,174654,13.526486988847584,12912,0,1016,179865.5,13.98871340285946,2014,4
2014-05-05,176795,13.658451792336217,12944,0,996,176225.75,13.661851300106662,2014,5
2014-05-12,180086,13.891237272446777,12964,0,704,174281.0,13.481121139416334,2014,5
2014-05-19,157666,12.14029414029414,12987,0,560,172300.25,13.304117548481178,2014,5
2014-05-26,158756,12.196051317507875,13017,0,532,168325.75,12.971508630646252,2014,5
2014-06-02,190457,14.575418994413408,13067,0,857,171741.25,13.200750431165549,2014,6
2014-06-09,192639,14.65938665246176,13141,0,988,174879.5,13.392787776169296,2014,6
2014-06-16,177631,13.477314112291351,13180,0,965,179870.75,13.727042769168598,2014,6
2014-06-23,159756,12.08624602814344,13218,0,905,180120.75,13.699591446827489,2014,6
2014-06-30,197078,14.883921153991391,13241,0,1069,181776.0,13.776716986721986,2014,6
2014-07-07,198740,14.98567335243553,13262,0,1007,183301.25,13.858288661715427,2014,7
2014-07-14,178522,13.428764856326163,13294,0,1073,183524.0,13.846151347724131,2014,7
2014-07-21,165008,12.395432692307692,13312,0,899,184837.0,13.923448013765194,2014,7
2014-07-28,178772,13.410246793188808,13331,0,963,180260.5,13.555029423564548,2014,7
2014-08-04,188000,14.090840953380303,13342,0,1104,177575.5,13.331321323800742,2014,8
2014-08-11,189325,14.1667913798264,13364,0,881,180276.25,13.515827954675801,2014,8
2014-08-18,177806,13.289931982958368,13379,0,867,183475.75,13.739452777338471,2014,8
2014-08-25,164149,12.238965105875335,13412,0,851,179820.0,13.4466323555101,2014,8
2014-09-01,190838,14.182372175980975,13456,0,1031,180529.5,13.46951516116027,2014,9
2014-09-08,188250,13.964097618871003,13481,0,1010,180260.75,13.41884172092142,2014,9
2014-09-15,169705,12.569809643730094,13501,0,1215,178235.5,13.238811136114354,2014,9
2014-09-22,160625,11.885822110404025,13514,0,1076,177354.5,13.150525387246525,2014,9
2014-09-29,180688,13.35659373151981,13528,0,1216,174817.0,12.944080776131234,2014,9
2014-10-06,182711,13.444518027961736,13590,0,1165,173432.25,12.814185878403915,2014,10
2014-10-13,170274,12.521067725568056,13599,0,552,173574.5,12.802000398863406,2014,10
2014-10-20,152870,11.223935389133628,13620,0,814,171635.75,12.636528718545808,2014,10
2014-10-27,159938,11.729099442651805,13636,0,986,166448.25,12.229655146328806,2014,10
2014-11-03,178606,13.088524109629196,13646,0,843,165422.0,12.140656666745672,2014,11
2014-11-10,173225,12.688617052446528,13652,0,816,166159.75,12.182543998465288,2014,11
2014-11-17,154787,11.33389470601157,13657,0,728,166639.0,12.210033827684775,2014,11
2014-11-24,148379,10.851971037811746,13673,0,1201,163749.25,11.99075172647476,2014,11
2014-12-01,169126,12.355786090005845,13688,0,634,161379.25,11.807567221568922,2014,12
2014-12-08,166073,12.112391510466049,13711,0,728,159591.25,11.663510836073803,2014,12
2014-12-15,159424,11.604600378512156,13738,0,799,160750.5,11.73118725419895,2014,12
2014-12-22,129811,9.433938953488372,13760,0,716,156108.5,11.376679233118105,2014,12
2014-12-29,161394,11.702849684576899,13791,0,702,154175.5,11.213445131760869,2014,12
2015-01-05,178043,12.884860327109568,13818,0,756,157168.0,11.406562335921748,2015,1
2015-01-12,172396,12.435692130130564,13863,0,795,160411.0,11.61433527382635,2015,1
2015-01-19,154850,11.135481087300446,13906,0,880,166670.75,12.03972080727937,2015,1
2015-01-26,158785,11.394689630426983,13935,0,799,166018.5,11.96268079374189,2015,1
2015-02-02,186691,13.379989966315488,13953,0,954,168180.5,12.086463203543369,2015,2
2015-02-09,183405,13.141659501289768,13956,0,724,170932.75,12.262955046333172,2015,2
2015-02-16,153988,11.029868920564429,13961,0,626,170717.25,12.236552004649166,2015,2
2015-02-23,149304,10.693596905887409,13962,0,558,168347.0,12.061278823514273,2015,2
2015-03-02,173559,12.420137398024904,13974,0,765,165064.0,11.821315681441629,2015,3
2015-03-09,173788,12.427631578947368,13984,0,877,162659.75,11.642808700856028,2015,3
2015-03-16,157071,11.228981984558192,13988,0,624,163430.5,11.692586966854469,2015,3
2015-03-23,151487,10.822819175537616,13997,0,606,163976.25,11.72489253426702,2015,3
2015-03-30,173450,12.386631436120831,14003,0,784,163949.0,11.716516043791001,2015,3
2015-04-06,174171,12.437232219365896,14004,0,727,164044.75,11.718916203895635,2015,4
2015-04-13,166242,11.866799914340781,14009,0,868,166337.5,11.878370686341281,2015,4
2015-04-20,156479,11.168296338591107,14011,0,812,167585.5,11.964739977104653,2015,4
2015-04-27,170596,12.172386728505174,14015,0,1006,166872.0,11.911178800200739,2015,4
2015-05-04,175994,12.544119743406984,14030,0,1087,167327.75,11.937900681211012,2015,5
2015-05-11,171391,12.213425497042685,14033,0,641,168615.0,12.024557076886488,2015,5
2015-05-18,150530,10.629148425363649,14162,0,615,167127.75,11.889770098579623,2015,5
2015-05-25,152872,10.743692459062478,14229,0,595,162696.75,11.53259653121895,2015,5
2015-06-01,187633,13.170000701902154,14247,0,695,165606.5,11.689066770842743,2015,6
2015-06-08,192488,13.504139188999579,14254,0,735,170880.75,12.011745193831963,2015,6
2015-06-15,179213,12.571939670291126,14255,0,919,178051.5,12.497443005063834,2015,6
2015-06-22,162650,11.410031567870922,14255,0,867,180496.0,12.664027782265945,2015,6
2015-06-29,183195,12.846774193548388,14260,0,849,179386.5,12.583221155177503,2015,6
2015-07-06,196107,13.749351468835448,14263,0,950,180291.25,12.64452422513647,2015,7
2015-07-13,189667,13.295969155275149,14265,0,967,182904.75,12.825531596382476,2015,7
2015-07-20,170179,11.927319876647042,14268,0,931,184787.0,12.954853673576507,2015,7
2015-07-27,177095,12.405954465849387,14275,0,862,183262.0,12.844648741651756,2015,7
2015-08-03,198895,13.932123844214065,14276,0,914,183959.0,12.890341835496411,2015,8
2015-08-10,190083,13.313931498213911,14277,0,938,184063.0,12.894832421231103,2015,8
2015-08-17,170866,11.961218060903045,14285,0,1096,184234.75,12.903306967295102,2015,8
2015-08-24,163579,11.44789698369375,14289,0,963,180855.75,12.663792596756194,2015,8
2015-08-31,182777,12.786079048618397,14295,0,893,176826.25,12.377281397857276,2015,8
2015-09-07,199434,13.948384389425094,14298,0,1041,179164.0,12.535894620660072,2015,9
2015-09-14,184838,12.92392672353517,14302,0,952,182657.0,12.776571786318103,2015,9
2015-09-21,174899,12.218736900936147,14314,0,742,185487.0,12.9692817656287,2015,9
2015-09-28,185259,12.93437129093067,14323,0,686,186107.5,13.00635482620677,2015,9
2015-10-05,200451,13.993089005235602,14325,0,801,186361.75,13.017530980159396,2015,10
2015-10-12,188906,13.182554082344732,14330,0,906,187378.75,13.082187819861787,2015,10
2015-10-19,170327,11.877754532775453,14340,0,818,186235.75,12.996942227821613,2015,10
2015-10-26,165798,11.561118471515236,14341,0,819,181370.5,12.653629022967754,2015,10
2015-11-02,177296,12.355121951219513,14350,0,726,175581.75,12.244137259463734,2015,11
2015-11-09,178766,12.456692913385826,14351,0,890,173046.75,12.062671967224006,2015,11
2015-11-16,163600,11.39990244582259,14351,0,701,171365.0,11.943208945485791,2015,11
2015-11-23,150214,10.466415830546266,14352,0,1003,167469.0,11.66953328524355,2015,11
2015-11-30,172158,11.99289446185998,14355,0,684,166184.5,11.578976412903664,2015,11
2015-12-07,171224,11.927830024381748,14355,0,717,164299.0,11.446760690652646,2015,12
2015-12-14,172620,12.025078369905955,14355,0,782,166554.0,11.603054671673487,2015,12
2015-12-21,140943,9.812922091485065,14363,0,743,164236.25,11.439681236908188,2015,12
2015-12-28,166308,11.578918053331476,14363,0,629,162773.75,11.336187134776061,2015,12
2016-01-04,188614,13.131936225022628,14363,0,612,167121.25,11.637213684936281,2016,1
2016-01-11,192196,13.379463974939089,14365,0,633,172015.25,11.975810086194564,2016,1
2016-01-18,177317,12.3419642235679,14367,0,633,181108.75,12.608070619215273,2016,1
2016-01-25,171099,11.908337973273943,14368,0,599,182306.5,12.69042559920089,2016,1
2016-02-01,196176,13.653674832962139,14368,0,765,184197.0,12.820860251185767,2016,2
2016-02-08,207012,14.405845511482255,14370,0,716,187901.0,13.07745563532156,2016,2
2016-02-15,198657,13.824425887265136,14370,0,725,193236.0,13.448071051245869,2016,2
2016-02-22,178807,12.443075852470425,14370,0,836,195163.0,13.581755521044988,2016,2
2016-02-29,199561,13.887334725121782,14370,0,719,196009.25,13.640170494084899,2016,2
2016-03-07,202687,14.104871259568545,14370,0,818,194928.0,13.564926931106472,2016,3
2016-03-14,193108,13.438274182324287,14370,0,694,193540.75,13.46838900487126,2016,3
2016-03-21,195565,13.609255393180236,14370,0,887,197730.25,13.759933890048714,2016,3
